Estacion,Dia_Semana,Hora_Dia,Clima,Torniquetes_Activos,Retraso_Operativo_Min,Pasajeros_Hora,Tiempo_Espera_Min,Nivel_Congestion
Alonso Martinez,Martes,23,Nublado,8,0,531,2.1,Baja
Callao,Sabado,23,Lluvia,5,0,339,3.9,Baja
Noviciado,Lunes,13,Nublado,6,0,588,3.5,Baja
Goya,Martes,16,Soleado,2,0,396,4.0,Baja
Plaza de Espana,Jueves,9,Lluvia,6,5,1535,12.5,Alta
Gran Via,Martes,17,Lluvia,8,0,1079,5.0,Media
Callao,Martes,19,Soleado,10,0,1358,2.2,Alta
Callao,Sabado,12,Lluvia,4,0,386,5.4,Media
Bilbao,Miercoles,12,Nublado,6,0,740,3.6,Media
Plaza de Espana,Sabado,10,Soleado,5,5,371,7.9,Media
Tribunal,Martes,16,Nublado,10,0,562,4.3,Baja
Tribunal,Domingo,14,Tormenta,3,0,457,5.3,Media
Retiro,Jueves,9,Soleado,6,0,1090,3.7,Media
Callao,Jueves,11,Nublado,3,5,608,7.1,Media
Opera,Domingo,10,Lluvia,6,0,518,4.6,Baja
Retiro,Martes,5,Tormenta,9,0,392,8.2,Media
Sevilla,Miercoles,10,Soleado,5,0,442,4.2,Baja
Lago,Martes,10,Soleado,6,0,421,2.9,Baja
Plaza de Espana,Miercoles,23,Lluvia,2,0,424,7.5,Media
Banco de Espana,Lunes,23,Tormenta,5,0,341,5.9,Media
Gran Via,Sabado,20,Tormenta,8,0,352,7.3,Media
Sol,Sabado,20,Tormenta,2,0,442,6.4,Media
Sevilla,Sabado,22,Lluvia,6,0,346,6.5,Media
Anton Martin,Lunes,17,Soleado,2,0,1553,5.9,Alta
Banco de Espana,Sabado,23,Tormenta,2,0,415,5.5,Media
Banco de Espana,Jueves,23,Soleado,9,0,149,4.4,Baja
Sol,Lunes,18,Nublado,5,0,994,4.4,Media
Sol,Sabado,22,Tormenta,7,10,455,17.7,Alta
Principe de Vergara,Miercoles,20,Nublado,9,0,496,2.5,Baja
Tribunal,Martes,22,Nublado,6,0,495,4.0,Baja
Noviciado,Jueves,19,Nublado,4,0,1541,7.8,Alta
Gran Via,Sabado,17,Nublado,3,0,430,4.7,Baja
Principe Pio,Sabado,23,Tormenta,10,0,520,6.1,Media
Bilbao,Lunes,23,Lluvia,4,20,670,26.0,Alta
Banco de Espana,Viernes,12,Lluvia,3,0,440,5.2,Media
Callao,Martes,5,Tormenta,8,0,580,5.7,Media
Plaza de Espana,Martes,18,Tormenta,9,0,1124,6.2,Media
Quevedo,Lunes,17,Soleado,6,0,1854,3.3,Alta
Embajadores,Lunes,9,Lluvia,5,5,1283,12.5,Alta
Alonso Martinez,Sabado,5,Nublado,4,0,431,2.3,Baja
Bilbao,Miercoles,8,Soleado,8,5,1054,9.8,Media
Retiro,Jueves,20,Soleado,4,5,390,8.4,Media
Goya,Viernes,23,Lluvia,2,0,230,7.9,Media
Callao,Sabado,14,Nublado,10,0,326,2.8,Baja
Principe de Vergara,Lunes,18,Soleado,5,0,1206,4.1,Alta
Principe Pio,Miercoles,15,Nublado,6,0,453,4.3,Baja
Retiro,Viernes,11,Lluvia,6,10,616,15.5,Alta
Embajadores,Viernes,9,Lluvia,10,0,1476,5.1,Alta
Goya,Martes,12,Lluvia,8,0,574,3.5,Baja
Sol,Martes,17,Soleado,10,0,856,3.9,Media
Sol,Sabado,6,Lluvia,6,0,723,5.6,Media
Noviciado,Miercoles,15,Soleado,8,5,452,7.6,Media
Sol,Sabado,6,Soleado,10,0,272,4.0,Baja
Retiro,Martes,11,Soleado,7,0,456,3.1,Baja
Goya,Miercoles,19,Nublado,5,0,1445,3.8,Alta
Anton Martin,Domingo,19,Tormenta,3,0,573,4.7,Baja
Retiro,Sabado,20,Tormenta,6,0,571,4.4,Baja
Banco de Espana,Viernes,9,Soleado,7,0,1038,2.7,Media
Lago,Miercoles,5,Lluvia,5,0,367,5.9,Media
Retiro,Domingo,18,Lluvia,7,10,281,16.5,Alta
Gran Via,Lunes,9,Lluvia,7,0,1319,5.7,Alta
Principe Pio,Viernes,21,Soleado,9,0,635,4.6,Media
Quevedo,Lunes,17,Tormenta,2,0,1425,8.4,Alta
Retiro,Jueves,11,Lluvia,6,0,599,6.3,Media
Principe Pio,Domingo,7,Lluvia,4,5,670,10.5,Alta
Quevedo,Lunes,11,Tormenta,3,0,408,7.5,Media
Opera,Domingo,8,Soleado,9,0,490,4.8,Baja
Callao,Jueves,17,Soleado,10,0,1212,3.3,Alta
Callao,Jueves,20,Soleado,10,0,636,4.9,Media
Alonso Martinez,Jueves,12,Lluvia,3,0,415,7.7,Media
Embajadores,Lunes,12,Nublado,6,0,648,3.1,Media
Embajadores,Domingo,22,Nublado,4,0,524,4.4,Baja
Anton Martin,Lunes,16,Soleado,10,0,586,4.6,Baja
Principe Pio,Lunes,9,Lluvia,7,20,1752,26.1,Alta
Principe de Vergara,Jueves,17,Tormenta,2,0,1380,8.1,Alta
Atocha,Domingo,12,Lluvia,9,0,617,6.7,Media
Plaza de Espana,Miercoles,16,Tormenta,2,0,434,6.0,Media
Principe de Vergara,Domingo,5,Nublado,5,0,410,2.6,Baja
Goya,Lunes,13,Nublado,9,0,492,4.7,Baja
Quevedo,Jueves,12,Lluvia,4,0,346,6.8,Media
Noviciado,Miercoles,7,Nublado,3,0,1029,7.7,Media
Principe de Vergara,Lunes,21,Tormenta,10,0,323,5.3,Media
Atocha,Sabado,10,Tormenta,2,0,497,7.7,Media
Quevedo,Viernes,18,Lluvia,8,0,1184,8.4,Media
Quevedo,Domingo,19,Nublado,8,0,371,2.5,Baja
Callao,Viernes,19,Nublado,7,0,781,3.0,Media
Sevilla,Jueves,8,Nublado,6,0,892,4.7,Media
Principe de Vergara,Jueves,15,Lluvia,9,0,339,6.4,Media
Sol,Sabado,18,Soleado,5,0,349,2.5,Baja
Callao,Jueves,14,Tormenta,6,5,681,12.4,Alta
Embajadores,Sabado,15,Nublado,3,0,533,2.5,Baja
Tribunal,Jueves,5,Nublado,10,0,360,2.5,Baja
Callao,Martes,8,Soleado,3,5,1118,13.2,Alta
Lago,Sabado,15,Soleado,7,0,795,3.4,Media
Plaza de Espana,Domingo,10,Lluvia,4,0,519,7.3,Media
Goya,Lunes,10,Soleado,9,0,463,3.0,Baja
Atocha,Martes,14,Tormenta,6,0,300,6.4,Media
Anton Martin,Domingo,7,Lluvia,10,0,279,5.8,Media
Bilbao,Viernes,14,Soleado,4,0,628,4.0,Media
Noviciado,Miercoles,16,Tormenta,6,0,311,7.0,Media
Sevilla,Viernes,23,Nublado,2,0,662,3.7,Media
Sol,Miercoles,20,Nublado,6,0,252,4.3,Baja
Principe Pio,Lunes,18,Lluvia,6,0,1580,6.2,Alta
Quevedo,Domingo,13,Nublado,5,0,352,2.4,Baja
Bilbao,Miercoles,17,Soleado,4,0,755,2.6,Media
Callao,Lunes,14,Tormenta,8,0,669,3.9,Media
Quevedo,Sabado,10,Tormenta,10,0,279,6.2,Media
Opera,Domingo,17,Nublado,3,0,185,2.4,Baja
Principe de Vergara,Viernes,22,Lluvia,5,0,724,6.9,Media
Plaza de Espana,Miercoles,10,Lluvia,10,0,463,6.0,Media
Principe de Vergara,Viernes,14,Soleado,7,0,528,2.1,Baja
Embajadores,Domingo,20,Soleado,8,0,329,3.2,Baja
Anton Martin,Lunes,19,Nublado,7,10,1603,14.9,Alta
Banco de Espana,Viernes,6,Soleado,10,0,390,3.1,Baja
Atocha,Jueves,7,Tormenta,3,0,1509,9.2,Alta
Sevilla,Domingo,12,Soleado,8,5,443,8.4,Media
Bilbao,Miercoles,17,Soleado,4,0,1352,7.2,Alta
Tribunal,Martes,19,Nublado,9,0,1077,3.8,Media
Opera,Sabado,6,Lluvia,2,0,610,6.0,Media
Lago,Sabado,15,Soleado,8,0,311,3.4,Baja
Sevilla,Martes,23,Lluvia,7,0,367,6.0,Media
Tribunal,Viernes,11,Tormenta,2,0,274,6.6,Media
Sol,Miercoles,9,Lluvia,5,0,943,8.2,Media
Sevilla,Martes,22,Lluvia,5,0,550,6.6,Media
Principe Pio,Miercoles,18,Nublado,7,0,1529,4.3,Alta
Retiro,Domingo,11,Lluvia,9,0,590,7.8,Media
Banco de Espana,Miercoles,14,Tormenta,3,0,513,7.2,Media
Atocha,Martes,17,Lluvia,7,0,1307,7.4,Alta
Goya,Miercoles,14,Nublado,2,0,661,3.8,Media
Lago,Domingo,20,Tormenta,2,0,572,5.8,Media
Banco de Espana,Lunes,11,Soleado,7,5,304,9.1,Media
Noviciado,Miercoles,22,Lluvia,10,5,527,12.3,Alta
Alonso Martinez,Martes,10,Nublado,2,5,557,7.8,Media
Gran Via,Jueves,12,Tormenta,7,20,420,26.7,Alta
Atocha,Miercoles,12,Soleado,5,0,490,3.8,Baja
Banco de Espana,Jueves,22,Lluvia,3,0,535,5.6,Media
Tribunal,Viernes,21,Tormenta,2,0,448,7.5,Media
Atocha,Lunes,9,Soleado,7,0,1394,3.0,Alta
Alonso Martinez,Sabado,7,Nublado,2,0,563,2.1,Baja
Sol,Domingo,11,Lluvia,2,0,306,5.8,Media
Anton Martin,Viernes,14,Tormenta,3,0,162,4.2,Baja
Sevilla,Viernes,9,Nublado,2,0,986,5.4,Media
Atocha,Jueves,6,Soleado,7,0,145,4.3,Baja
Bilbao,Lunes,5,Soleado,3,5,317,8.5,Media
Goya,Sabado,9,Lluvia,8,0,548,7.5,Media
Embajadores,Martes,8,Soleado,8,0,1018,3.5,Media
Principe Pio,Domingo,5,Tormenta,9,0,441,5.8,Media
Embajadores,Martes,8,Tormenta,4,0,966,7.5,Media
Bilbao,Domingo,5,Lluvia,9,20,436,27.7,Alta
Retiro,Lunes,23,Tormenta,5,0,612,4.0,Media
Opera,Jueves,19,Lluvia,9,0,1694,6.6,Alta
Principe de Vergara,Lunes,20,Lluvia,8,5,308,10.1,Alta
Atocha,Viernes,5,Soleado,5,10,459,13.0,Alta
Banco de Espana,Miercoles,22,Lluvia,10,0,262,5.6,Media
Quevedo,Lunes,23,Nublado,4,0,507,2.2,Baja
Embajadores,Martes,21,Tormenta,8,0,337,7.0,Media
Principe Pio,Martes,5,Lluvia,4,10,378,14.8,Alta
Alonso Martinez,Sabado,22,Nublado,3,0,378,2.5,Baja
Plaza de Espana,Viernes,22,Soleado,7,0,595,2.2,Baja
Principe Pio,Domingo,12,Nublado,2,0,602,4.7,Media
Gran Via,Viernes,12,Tormenta,2,0,371,4.1,Baja
Opera,Miercoles,20,Soleado,3,0,475,2.4,Baja
Lago,Martes,9,Soleado,3,0,1388,7.2,Alta
Banco de Espana,Domingo,17,Tormenta,5,0,355,6.2,Media
Noviciado,Domingo,8,Nublado,8,5,520,7.5,Media
Principe de Vergara,Jueves,23,Nublado,6,0,571,2.5,Baja
Banco de Espana,Viernes,19,Nublado,3,0,1557,8.6,Alta
Atocha,Jueves,12,Soleado,8,20,377,22.4,Alta
Principe Pio,Jueves,16,Tormenta,2,0,567,4.7,Baja
Sevilla,Lunes,20,Nublado,4,0,481,3.9,Baja
Retiro,Jueves,8,Soleado,4,0,1255,6.2,Alta
Anton Martin,Lunes,7,Soleado,5,0,1374,3.6,Alta
Plaza de Espana,Martes,21,Nublado,7,20,277,23.7,Alta
Embajadores,Martes,19,Lluvia,3,0,1011,9.6,Media
Alonso Martinez,Miercoles,20,Nublado,5,0,256,2.1,Baja
Sol,Jueves,11,Tormenta,3,0,280,7.1,Media
Atocha,Jueves,18,Soleado,8,10,1193,15.0,Alta
Bilbao,Jueves,10,Nublado,10,0,365,4.7,Baja
Goya,Jueves,15,Nublado,8,0,602,3.8,Media
Quevedo,Jueves,20,Soleado,5,0,401,4.2,Baja
Opera,Jueves,22,Lluvia,9,0,215,4.2,Baja
Sevilla,Domingo,10,Lluvia,10,0,461,6.4,Media
Atocha,Jueves,9,Tormenta,9,0,1850,5.7,Alta
Plaza de Espana,Jueves,13,Lluvia,3,0,220,5.8,Media
Alonso Martinez,Domingo,16,Lluvia,2,0,562,6.6,Media
Sevilla,Lunes,5,Tormenta,10,0,304,6.1,Media
Bilbao,Martes,23,Soleado,3,0,208,2.7,Baja
Atocha,Viernes,14,Lluvia,7,20,527,25.7,Alta
Atocha,Lunes,15,Soleado,8,0,445,3.6,Baja
Principe de Vergara,Viernes,5,Nublado,10,0,472,2.9,Baja
Noviciado,Jueves,9,Tormenta,6,0,1491,6.6,Alta
Opera,Lunes,13,Nublado,2,0,565,3.5,Baja
Embajadores,Jueves,6,Soleado,4,0,575,2.7,Baja
Principe Pio,Sabado,20,Tormenta,8,0,551,7.0,Media
Alonso Martinez,Domingo,22,Tormenta,4,0,517,5.2,Media
Noviciado,Martes,20,Soleado,3,0,368,3.3,Baja
Sevilla,Jueves,13,Lluvia,4,0,474,7.5,Media
Quevedo,Miercoles,15,Tormenta,8,0,481,7.5,Media
Noviciado,Lunes,22,Tormenta,9,0,360,5.6,Media
Noviciado,Sabado,10,Soleado,6,0,327,4.8,Baja
Principe de Vergara,Viernes,23,Nublado,10,0,694,3.0,Media
Anton Martin,Sabado,11,Tormenta,5,0,344,6.3,Media
Banco de Espana,Sabado,11,Nublado,9,5,575,9.0,Media
Banco de Espana,Sabado,16,Soleado,2,5,759,7.8,Media
Embajadores,Martes,9,Soleado,4,0,1064,4.9,Media
Opera,Domingo,10,Soleado,5,0,381,4.3,Baja
Retiro,Sabado,17,Lluvia,6,0,550,4.8,Baja
Atocha,Viernes,17,Nublado,2,0,1960,6.7,Alta
Principe de Vergara,Jueves,7,Tormenta,9,0,1656,8.1,Alta
Gran Via,Jueves,13,Lluvia,3,0,418,4.2,Baja
Alonso Martinez,Domingo,22,Soleado,10,0,491,3.3,Baja
Gran Via,Jueves,18,Tormenta,10,0,951,4.5,Media
Goya,Miercoles,19,Lluvia,9,0,1460,6.2,Alta
Principe de Vergara,Domingo,19,Soleado,3,0,711,4.3,Media
Principe Pio,Lunes,9,Tormenta,7,0,1743,6.9,Alta
Bilbao,Miercoles,15,Lluvia,4,0,385,4.6,Baja
Gran Via,Domingo,21,Nublado,10,0,398,2.0,Baja
Plaza de Espana,Domingo,6,Lluvia,6,0,734,7.4,Media
Plaza de Espana,Lunes,21,Tormenta,8,0,507,5.8,Media
Bilbao,Domingo,15,Soleado,6,0,479,2.9,Baja
Embajadores,Martes,19,Nublado,8,0,1314,3.4,Alta
Principe Pio,Jueves,11,Soleado,10,0,515,4.6,Baja
Anton Martin,Domingo,17,Lluvia,10,0,247,6.8,Media
Embajadores,Lunes,10,Tormenta,9,0,476,6.9,Media
Sevilla,Viernes,21,Nublado,5,0,499,4.9,Baja
Goya,Lunes,6,Soleado,3,5,260,7.4,Media
Sevilla,Viernes,19,Soleado,8,0,895,2.0,Media
Callao,Lunes,23,Lluvia,8,0,621,6.4,Media
Plaza de Espana,Lunes,22,Nublado,5,0,376,3.2,Baja
Alonso Martinez,Domingo,9,Soleado,2,0,569,2.8,Baja
Banco de Espana,Domingo,23,Tormenta,6,0,472,6.3,Media
Banco de Espana,Lunes,11,Tormenta,9,0,423,4.0,Baja
Gran Via,Sabado,9,Lluvia,4,0,243,5.7,Media
Bilbao,Martes,12,Tormenta,5,5,549,11.6,Alta
Principe de Vergara,Miercoles,12,Nublado,6,5,380,8.7,Media
Lago,Jueves,7,Tormenta,5,0,824,5.0,Media
Retiro,Jueves,16,Tormenta,2,0,623,4.4,Media
Principe de Vergara,Sabado,18,Lluvia,5,0,347,6.5,Media
Gran Via,Viernes,11,Soleado,9,0,526,3.9,Baja
Bilbao,Lunes,7,Lluvia,7,0,1015,6.7,Media
Plaza de Espana,Jueves,17,Nublado,3,5,1529,13.4,Alta
Bilbao,Martes,13,Nublado,4,0,624,3.6,Media
Callao,Jueves,21,Lluvia,6,0,281,5.7,Media
Anton Martin,Jueves,14,Lluvia,10,0,636,7.1,Media
Atocha,Jueves,22,Lluvia,4,0,423,4.7,Baja
Bilbao,Martes,17,Tormenta,5,0,856,4.4,Media
Banco de Espana,Viernes,8,Lluvia,7,0,1390,5.3,Alta
Alonso Martinez,Miercoles,16,Lluvia,3,0,486,7.3,Media
Lago,Sabado,18,Nublado,5,0,201,4.5,Baja
Embajadores,Sabado,17,Tormenta,7,0,187,4.7,Baja
Noviciado,Jueves,23,Nublado,5,0,420,3.3,Baja
Tribunal,Domingo,20,Nublado,10,0,277,3.4,Baja
Sevilla,Miercoles,23,Soleado,2,0,398,3.0,Baja
Banco de Espana,Sabado,10,Lluvia,7,0,320,5.7,Media
Sevilla,Miercoles,16,Soleado,7,0,369,3.6,Baja
Quevedo,Lunes,6,Nublado,10,0,322,3.0,Baja
Noviciado,Martes,13,Tormenta,3,5,537,11.3,Alta
Retiro,Lunes,19,Soleado,4,0,1862,7.1,Alta
Sol,Martes,11,Lluvia,10,0,314,4.4,Baja
Sol,Jueves,17,Lluvia,6,0,1580,6.7,Alta
Goya,Lunes,14,Tormenta,7,0,425,5.3,Media
Gran Via,Sabado,7,Soleado,6,0,308,4.5,Baja
Quevedo,Lunes,21,Soleado,10,0,586,2.8,Baja
Plaza de Espana,Sabado,14,Nublado,6,0,634,2.8,Media
Sevilla,Viernes,16,Lluvia,6,0,395,5.6,Media
Plaza de Espana,Viernes,15,Nublado,6,0,550,2.0,Baja
Banco de Espana,Lunes,5,Soleado,10,0,402,3.7,Baja
Goya,Viernes,18,Nublado,2,0,1345,8.7,Alta
Sevilla,Sabado,17,Soleado,10,0,582,2.0,Baja
Bilbao,Miercoles,12,Tormenta,2,0,543,6.0,Media
Principe Pio,Sabado,21,Soleado,8,0,513,4.4,Baja
Gran Via,Sabado,11,Lluvia,5,0,620,6.3,Media
Sol,Viernes,19,Nublado,3,0,933,5.7,Media
Embajadores,Martes,13,Tormenta,4,10,345,16.2,Alta
Plaza de Espana,Lunes,16,Nublado,5,0,443,3.2,Baja
Gran Via,Martes,15,Tormenta,4,0,466,7.9,Media
Gran Via,Miercoles,7,Tormenta,10,0,1480,5.9,Alta
Plaza de Espana,Martes,17,Soleado,5,0,1663,4.2,Alta
Tribunal,Sabado,19,Lluvia,6,0,428,6.7,Media
Banco de Espana,Viernes,13,Nublado,6,0,354,3.2,Baja
Noviciado,Lunes,16,Soleado,9,0,602,4.3,Media
Callao,Miercoles,11,Lluvia,4,0,588,6.5,Media
Banco de Espana,Lunes,5,Nublado,10,0,514,4.8,Baja
Lago,Domingo,23,Tormenta,8,0,296,8.7,Media
Lago,Miercoles,13,Tormenta,8,0,627,6.7,Media
Callao,Sabado,10,Soleado,3,0,467,3.7,Baja
Principe Pio,Martes,13,Lluvia,6,0,220,4.6,Baja
Retiro,Martes,20,Soleado,6,0,195,3.5,Baja
Lago,Martes,5,Nublado,5,0,277,4.8,Baja
Atocha,Sabado,19,Lluvia,7,5,616,10.8,Alta
Opera,Domingo,9,Lluvia,7,0,437,4.5,Baja
Lago,Martes,21,Tormenta,10,0,350,5.9,Media
Gran Via,Lunes,12,Lluvia,5,20,384,26.8,Alta
Callao,Jueves,13,Lluvia,4,0,397,6.3,Media
Banco de Espana,Jueves,19,Nublado,7,0,1443,4.7,Alta
Banco de Espana,Domingo,5,Soleado,2,0,508,4.5,Baja
Lago,Sabado,22,Tormenta,10,0,324,5.2,Media
Embajadores,Miercoles,13,Soleado,6,0,395,4.0,Baja
Callao,Sabado,14,Lluvia,4,0,299,4.8,Baja
Principe Pio,Viernes,13,Tormenta,9,10,384,17.1,Alta
Banco de Espana,Martes,11,Nublado,7,0,458,2.0,Baja
Principe de Vergara,Domingo,18,Soleado,9,0,437,2.4,Baja
Principe de Vergara,Lunes,18,Lluvia,6,0,718,7.6,Media
Embajadores,Sabado,13,Soleado,10,0,282,3.2,Baja
Goya,Sabado,17,Tormenta,2,0,363,7.7,Media
Plaza de Espana,Domingo,23,Nublado,3,0,299,4.5,Baja
Sevilla,Miercoles,5,Lluvia,3,0,579,4.7,Baja
Sevilla,Martes,11,Tormenta,5,0,209,5.5,Media
Bilbao,Viernes,23,Soleado,3,0,316,3.5,Baja
Lago,Domingo,13,Soleado,9,0,313,2.3,Baja
Plaza de Espana,Sabado,7,Soleado,4,0,502,4.5,Baja
Sevilla,Jueves,7,Nublado,4,10,855,18.4,Alta
Anton Martin,Lunes,14,Soleado,3,0,227,3.4,Baja
Alonso Martinez,Jueves,16,Soleado,7,0,201,2.3,Baja
Bilbao,Miercoles,14,Nublado,6,0,583,2.4,Baja
Banco de Espana,Miercoles,17,Lluvia,9,0,1277,7.4,Alta
Noviciado,Martes,11,Lluvia,9,20,393,28.3,Alta
Embajadores,Viernes,19,Tormenta,6,0,990,4.6,Media
Sevilla,Martes,7,Nublado,7,0,1198,4.5,Media
Goya,Miercoles,21,Nublado,3,0,511,2.9,Baja
Bilbao,Lunes,18,Nublado,4,20,1624,25.9,Alta
Banco de Espana,Lunes,20,Nublado,6,0,558,4.4,Baja
Banco de Espana,Jueves,16,Tormenta,6,0,300,4.3,Baja
Atocha,Martes,17,Soleado,2,0,1439,7.3,Alta
Alonso Martinez,Miercoles,12,Tormenta,3,0,543,5.7,Media
Principe Pio,Lunes,15,Nublado,8,0,529,2.1,Baja
Sol,Martes,10,Tormenta,9,0,159,5.2,Media
Atocha,Domingo,11,Soleado,3,0,639,4.8,Media
Sevilla,Viernes,6,Tormenta,7,0,434,4.0,Baja
Principe de Vergara,Viernes,23,Soleado,4,0,697,2.7,Media
Sol,Sabado,23,Lluvia,7,0,417,5.7,Media
Plaza de Espana,Jueves,9,Soleado,9,20,1162,23.3,Alta
Callao,Domingo,12,Nublado,2,5,363,9.2,Media
Tribunal,Lunes,7,Tormenta,10,0,1518,4.1,Alta
Bilbao,Sabado,11,Soleado,3,0,455,4.4,Baja
Tribunal,Jueves,12,Soleado,2,0,328,4.3,Baja
Principe Pio,Domingo,7,Soleado,5,0,206,2.3,Baja
Gran Via,Sabado,5,Nublado,3,10,467,13.2,Alta
Opera,Martes,11,Lluvia,8,0,531,4.0,Baja
Alonso Martinez,Miercoles,22,Soleado,10,0,674,4.7,Media
Sevilla,Lunes,11,Tormenta,8,0,503,3.4,Baja
Gran Via,Sabado,6,Tormenta,8,0,441,7.8,Media
Plaza de Espana,Martes,15,Tormenta,2,0,328,7.7,Media
Goya,Domingo,16,Lluvia,6,5,383,12.6,Alta
Sol,Miercoles,7,Lluvia,9,0,1448,6.1,Alta
Principe de Vergara,Domingo,6,Soleado,4,20,644,23.5,Alta
Goya,Jueves,5,Nublado,8,0,419,4.4,Baja
Anton Martin,Sabado,17,Tormenta,10,0,539,4.4,Baja
Gran Via,Miercoles,16,Tormenta,3,0,351,6.8,Media
Sevilla,Jueves,10,Nublado,10,0,507,2.2,Baja
Plaza de Espana,Jueves,8,Lluvia,2,0,795,4.4,Media
Atocha,Miercoles,15,Nublado,2,0,699,4.3,Media
Atocha,Sabado,20,Soleado,2,0,397,4.8,Baja
Bilbao,Sabado,5,Tormenta,9,0,403,6.8,Media
Tribunal,Martes,21,Tormenta,3,0,464,6.6,Media
Atocha,Sabado,21,Soleado,3,0,393,3.7,Baja
Anton Martin,Martes,7,Soleado,2,0,1701,4.5,Alta
Quevedo,Miercoles,7,Nublado,5,0,1705,2.6,Alta
Alonso Martinez,Domingo,20,Nublado,4,10,677,14.9,Alta
Banco de Espana,Viernes,16,Lluvia,5,0,421,6.4,Media
Gran Via,Jueves,14,Lluvia,5,0,708,4.2,Media
Anton Martin,Jueves,14,Lluvia,10,0,518,6.6,Media
Noviciado,Viernes,13,Nublado,3,0,550,4.5,Baja
Sol,Jueves,6,Lluvia,2,0,467,6.1,Media
Callao,Miercoles,22,Tormenta,2,10,507,17.2,Alta
Atocha,Miercoles,16,Soleado,4,0,717,4.3,Media
Quevedo,Martes,18,Lluvia,2,0,1438,8.2,Alta
Lago,Miercoles,10,Nublado,3,0,715,3.8,Media
Banco de Espana,Viernes,15,Lluvia,8,0,290,6.4,Media
Lago,Lunes,7,Nublado,6,0,1677,4.5,Alta
Noviciado,Domingo,19,Tormenta,7,0,515,8.5,Media
Quevedo,Martes,15,Soleado,8,0,587,3.7,Baja
Bilbao,Martes,18,Lluvia,9,5,1250,12.0,Alta
Principe Pio,Lunes,13,Tormenta,10,0,441,4.9,Baja
Bilbao,Viernes,23,Soleado,8,0,235,3.4,Baja
Callao,Domingo,13,Tormenta,3,10,239,18.2,Alta
Gran Via,Domingo,12,Tormenta,10,10,309,15.4,Alta
Atocha,Domingo,5,Soleado,5,0,340,4.7,Baja
Bilbao,Sabado,22,Lluvia,3,0,472,5.3,Media
Principe Pio,Sabado,15,Nublado,9,0,496,3.2,Baja
Opera,Viernes,9,Lluvia,7,0,1615,6.4,Alta
Plaza de Espana,Domingo,13,Soleado,7,0,543,2.3,Baja
Plaza de Espana,Jueves,9,Nublado,10,0,1524,3.2,Alta
Sevilla,Domingo,20,Tormenta,3,0,228,4.3,Baja
Retiro,Miercoles,15,Nublado,10,0,266,2.3,Baja
Gran Via,Sabado,6,Soleado,10,0,364,3.2,Baja
Alonso Martinez,Jueves,19,Lluvia,5,0,1809,6.4,Alta
Plaza de Espana,Sabado,10,Nublado,3,0,642,4.6,Media
Embajadores,Viernes,5,Nublado,10,0,600,2.3,Baja
Sevilla,Martes,11,Soleado,10,10,253,12.5,Alta
Retiro,Martes,22,Tormenta,5,0,343,7.9,Media
Embajadores,Martes,8,Nublado,6,0,786,3.2,Media
Gran Via,Jueves,10,Lluvia,4,0,335,3.5,Baja
Sol,Martes,20,Soleado,9,0,514,2.1,Baja
Noviciado,Martes,10,Nublado,3,0,597,4.4,Baja
Sol,Jueves,11,Lluvia,6,0,363,6.3,Media
Opera,Viernes,13,Soleado,10,0,345,4.0,Baja
Tribunal,Domingo,23,Nublado,7,0,453,3.0,Baja
Principe Pio,Martes,6,Lluvia,10,5,534,10.5,Alta
Tribunal,Domingo,9,Nublado,9,5,151,8.8,Media
Gran Via,Miercoles,17,Tormenta,3,5,1383,13.5,Alta
Gran Via,Viernes,21,Nublado,6,0,478,2.5,Baja
Callao,Miercoles,19,Nublado,5,0,1467,4.2,Alta
Retiro,Domingo,13,Soleado,3,5,384,8.9,Media
Sol,Martes,7,Tormenta,4,0,1165,13.1,Alta
Retiro,Sabado,12,Lluvia,3,0,643,5.4,Media
Principe de Vergara,Domingo,16,Soleado,2,0,632,4.8,Media
Plaza de Espana,Lunes,21,Tormenta,4,0,632,5.4,Media
Embajadores,Jueves,8,Tormenta,9,0,932,6.6,Media
Noviciado,Domingo,8,Nublado,8,5,116,8.5,Media
Plaza de Espana,Lunes,7,Lluvia,10,0,1487,7.0,Alta
Noviciado,Viernes,21,Nublado,9,0,637,4.4,Media
Plaza de Espana,Domingo,12,Tormenta,3,0,399,7.0,Media
Opera,Miercoles,9,Nublado,4,0,1467,5.4,Alta
Principe de Vergara,Domingo,23,Soleado,6,0,411,2.9,Baja
Bilbao,Jueves,14,Nublado,6,0,435,2.2,Baja
Opera,Viernes,8,Nublado,8,0,1163,2.4,Media
Anton Martin,Jueves,15,Nublado,9,0,389,4.8,Baja
Alonso Martinez,Jueves,19,Lluvia,9,0,881,7.0,Media
Principe de Vergara,Martes,22,Lluvia,5,0,270,6.9,Media
Gran Via,Domingo,19,Nublado,2,0,528,2.5,Baja
Noviciado,Lunes,20,Nublado,5,5,590,8.2,Media
Alonso Martinez,Sabado,6,Nublado,10,0,318,4.3,Baja
Gran Via,Jueves,12,Soleado,4,0,488,3.6,Baja
Principe Pio,Viernes,5,Lluvia,8,0,394,5.8,Media
Bilbao,Lunes,6,Nublado,9,0,612,3.8,Media
Alonso Martinez,Domingo,22,Lluvia,2,10,261,17.9,Alta
Alonso Martinez,Lunes,20,Tormenta,7,0,584,7.4,Media
Noviciado,Viernes,15,Soleado,5,0,475,2.4,Baja
